0,Mon Mar 28 08:54:07 EDT 2022,true,client\ClientConfigure.java,classDecomposition,[[public  localProcessingOnly:boolean->void, public  init:String[]->void, public  inCoupler:String;int->void, public  processArgs:String[]->void], [public  experimentInput:->void]]
0,Mon Mar 28 08:54:07 EDT 2022,true,client\ClientConfigure.java,publicMethodsOverride,[]
0,Mon Mar 28 08:54:08 EDT 2022,true,client\ClientRemoteObject.java,publicMethodsOverride,[]
0,Mon Mar 28 08:54:08 EDT 2022,true,server\ServerRemoteObject.java,thenBranching,broadcast
0,Mon Mar 28 08:54:08 EDT 2022,true,server\ServerRemoteObject.java,publicMethodsOverride,[]
0,Mon Mar 28 08:54:08 EDT 2022,true,client\ClientOutCoupler.java,publicMethodsOverride,[]
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,aNewCommand,new
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,aNewCommand,command
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,proposalNumber,proposal
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,proposalNumber,number
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,mechanism,mechanism
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,aCommand,a
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,aCommand,command
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,aCode,a
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,aCode,code
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,newValue,new
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,newValue,value
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,nameInDictionary,broadcast,broadcast
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,variableHasInterfaceType,ServerRemoteInterfaceGIPC,server
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,variableHasInterfaceType,ServerRemoteInterfaceGIPC,serverGIPC
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,expectedSignature,.*:String->void,client.ClientRemoteObject:[@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,publicMethodsOverride,[]
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,classDoesNotHaveExactlyOneInterface,client.ClientRemoteObject,No Tag
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,classHasAtLeastOneInterface,client.ClientRemoteObject,No Tag
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,methodAccessModifierMatched,setTracing:->void,protected,[client.ClientRemoteObject],[protected]
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,missingMethodCall,assignments.util.inputParameters.AnAbstractSimulationParametersBean!setBroadcastMetaState:*->.*,No method,client.ClientRemoteObject:[@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,expectedMethodCall,assignments.util.inputParameters.AnAbstractSimulationParametersBean!setIPCMechanism:*->.*,Some method (changeIPCMechanism:util.interactiveMethodInvocation.IPCMechanism;int->void),client.ClientRemoteObject:[@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Tue Mar 29 22:01:44 EDT 2022,true,client\ClientRemoteObject.java,expectedInterface,java.rmi.Remote,@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC
0,Tue Mar 29 22:01:44 EDT 2022,true,registry\TrickOrTreatRegistry.java,tags,registry.TrickOrTreatRegistry,@DistributedTags.REGISTRY+@DistributedTags.RMI
0,Tue Mar 29 22:01:44 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,registry.TrickOrTreatRegistry,registry
0,Tue Mar 29 22:01:44 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,registry.TrickOrTreatRegistry,trick
0,Tue Mar 29 22:01:44 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,registry.TrickOrTreatRegistry,or
0,Tue Mar 29 22:01:44 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,registry.TrickOrTreatRegistry,treat
0,Tue Mar 29 22:01:44 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,SERVER_PORT,server
0,Tue Mar 29 22:01:44 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,SERVER_PORT,port
0,Tue Mar 29 22:01:44 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,rmiRegistry,rmi
0,Tue Mar 29 22:01:44 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,rmiRegistry,registry
0,Tue Mar 29 22:01:44 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,scanner,scanner
0,Tue Mar 29 22:01:44 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,args,args
0,Tue Mar 29 22:01:44 EDT 2022,true,server\OriginalSimulation.java,nameInDictionary,server.OriginalSimulation,server
0,Tue Mar 29 22:01:44 EDT 2022,true,server\OriginalSimulation.java,nameInDictionary,server.OriginalSimulation,original
0,Tue Mar 29 22:01:44 EDT 2022,true,server\OriginalSimulation.java,nameInDictionary,server.OriginalSimulation,simulation
0,Tue Mar 29 22:01:44 EDT 2022,true,server\OriginalSimulation.java,nameInDictionary,args,args
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,tags,server.remote.ServerRemoteInterfaceGIPC,@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,server.remote.ServerRemoteInterfaceGIPC,server
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,server.remote.ServerRemoteInterfaceGIPC,remote
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,server.remote.ServerRemoteInterfaceGIPC,interface
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aClient,a
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aClient,client
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aNewCommand,a
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aNewCommand,new
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aNewCommand,command
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,originalClient,original
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,originalClient,client
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aProposalNumber,a
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aProposalNumber,proposal
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aProposalNumber,number
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,args,args
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,stringOne,string
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,stringOne,one
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,stringTwo,string
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,stringTwo,two
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,client,client
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,mechanism,mechanism
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,broadcast,broadcast
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,aClient
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceGIPC,aClient
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceGIPC,originalClient
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,client
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,tags,server.remote.ServerRemoteInterfaceRMI,@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,server.remote.ServerRemoteInterfaceRMI,server
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,server.remote.ServerRemoteInterfaceRMI,remote
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,server.remote.ServerRemoteInterfaceRMI,interface
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,server.remote.ServerRemoteInterfaceRMI,rmi
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aClient,a
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aClient,client
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aNewCommand,a
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aNewCommand,new
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aNewCommand,command
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,originalClient,original
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,originalClient,client
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aProposalNumber,a
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aProposalNumber,proposal
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aProposalNumber,number
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,args,args
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,stringOne,string
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,stringOne,one
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,stringTwo,string
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,stringTwo,two
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,client,client
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,aClient
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,originalClient
0,Tue Mar 29 22:01:44 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,tags,server.remote.ServerRemoteObjectGIPC,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,server.remote.ServerRemoteObjectGIPC,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,server.remote.ServerRemoteObjectGIPC,remote
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,server.remote.ServerRemoteObjectGIPC,object
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientListGIPC,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientListGIPC,list
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientListRMI,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientListRMI,list
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientListRMI,rmi
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_HOST_NAME,rmi
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_HOST_NAME,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_HOST_NAME,host
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_HOST_NAME,name
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_PORT,rmi
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_PORT,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_PORT,port
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,SERVER_NAME,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,SERVER_NAME,name
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,GIPC_SERVER_PORT,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,GIPC_SERVER_PORT,port
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,gipcRegistry,registry
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,args,args
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aClient,a
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aClient,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientList,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientList,list
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aDelay,a
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aDelay,delay
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,client,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aNewCommand,a
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aNewCommand,new
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aNewCommand,command
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,originalClient,original
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,originalClient,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aProposalNumber,a
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aProposalNumber,proposal
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aProposalNumber,number
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,mechanism,mechanism
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,broadcast,broadcast
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,rmiRegistry,rmi
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,rmiRegistry,registry
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,stringOne,string
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,stringOne,one
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,stringTwo,string
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,stringTwo,two
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,server,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceGIPC,aClient
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceGIPC,originalClient
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceGIPC,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,thenBranching,broadcast
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,thenBranching,broadcastIPCMechanism
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,variableHasInterfaceType,ServerRemoteInterfaceRMI,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,expectedInterface,java.rmi.Remote,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,noSpuriousMethodCall,inputport.rpc.GIPCRegistry!lookup:Class;String->Object,No method,server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,publicMethodsOverride,[]
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,expectedMethodCall,assignments.util.inputParameters.AnAbstractSimulationParametersBean!setIPCMechanism:*->.*,Some method (broadcastIPCMechanism:util.interactiveMethodInvocation.IPCMechanism;client.ClientRemoteInterfaceGIPC;int;boolean->void),server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,expectedMethodCall,@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI!.*:*->.*,Some method (processArgs:String[]->void),server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,expectedMethodCall,assignments.util.inputParameters.AnAbstractSimulationParametersBean!setBroadcastMetaState:*->.*,Some method (broadcastIPCMechanism:util.interactiveMethodInvocation.IPCMechanism;client.ClientRemoteInterfaceGIPC;int;boolean->void),server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,classHasExactlyOneInterface,server.remote.ServerRemoteObjectGIPC,No Tag
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,classHasAtLeastOneInterface,server.remote.ServerRemoteObjectGIPC,No Tag
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,missingSignature,.*:String;util.interactiveMethodInvocation.IPCMechanism->void,server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,missingSignature,.*:String;boolean->void,server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,missingSignature,.*:String;@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC->void,server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,methodAccessModifierMatched,setTracing:->void,protected,[server.remote.ServerRemoteObjectGIPC, server.remote.ServerRemoteObjectRMI],[protected, protected]
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,methodAccessModifierMatched,init:String[]->void,protected,[server.remote.ServerRemoteObjectGIPC, server.remote.ServerRemoteObjectRMI],[protected, protected]
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,tags,server.remote.ServerRemoteObjectRMI,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,server.remote.ServerRemoteObjectRMI,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,server.remote.ServerRemoteObjectRMI,remote
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,server.remote.ServerRemoteObjectRMI,object
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,server.remote.ServerRemoteObjectRMI,rmi
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,clientList,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,clientList,list
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_HOST_NAME,rmi
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_HOST_NAME,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_HOST_NAME,host
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_HOST_NAME,name
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_PORT,rmi
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_PORT,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_PORT,port
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,SERVER_NAME,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,SERVER_NAME,name
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,GIPC_SERVER_PORT,server
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,GIPC_SERVER_PORT,port
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,gipcRegistry,registry
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,args,args
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aClient,a
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aClient,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aDelay,a
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aDelay,delay
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,client,client
0,Tue Mar 29 22:01:45 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aNewCommand,a
